SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FSL;NUTS
136544;IANCULEȘTI;445101;30;136526;10;3;1;6;32;3222306510280;RO115
136848;ORAȘ ARDUD;0;30;305;2;2;1;6;32;3232309000000;RO115
136857;ARDUD;447020;30;136848;17;3;1;6;32;3232309210182;RO115
136866;ARDUD-VII;447021;30;136848;19;3;1;6;32;3232309610183;RO115
136875;BABA NOVAC;447022;30;136848;19;3;1;6;32;3232309610185;RO115
136884;GERĂUȘA;447023;30;136848;19;3;1;6;32;3232309610257;RO115
136893;MĂDĂRAS;447024;30;136848;18;3;1;6;32;3232309610295;RO115
136900;SĂRĂTURA;447026;30;136848;19;3;1;6;32;3232309610354;RO115
138039;ORAȘ LIVADA;0;30;305;2;2;1;6;32;3232310000000;RO115
138048;LIVADA;447180;30;138039;17;3;1;6;32;3232310210289;RO115
138057;ADRIAN;447181;30;138039;18;3;1;6;32;3232310610172;RO115
138066;DUMBRAVA;447182;30;138039;18;3;1;6;32;3232310610251;RO115
138075;LIVADA MICĂ;447183;30;138039;18;3;1;6;32;3232310610290;RO115
136599;ORAȘ NEGREȘTI-OAȘ;0;30;305;2;2;1;6;32;3232311000000;RO115
136606;NEGREȘTI-OAȘ;445200;30;136599;17;3;1;6;32;3232311210311;RO115
136615;LUNA;445201;30;136599;18;3;1;6;32;3232311610292;RO115
136624;TUR;445202;30;136599;18;3;1;6;32;3232311610385;RO115
136642;ORAȘ TĂȘNAD;0;30;305;2;2;1;6;32;3232312000000;RO115
136651;TĂȘNAD;445300;30;136642;17;3;1;6;32;3232312210377;RO115
136660;BLAJA;445301;30;136642;19;3;1;6;32;3232312610201;RO115
136679;CIG;445302;30;136642;19;3;1;6;32;3232312610225;RO115
136688;RAȚIU;445303;30;136642;19;3;1;6;32;3232312610341;RO115
136697;SĂRĂUAD;445304;30;136642;19;3;1;6;32;3232312610355;RO115
136704;VALEA MORII;445305;30;136642;19;3;1;6;32;3232312610394;RO115
136713;ACÂȘ;0;30;305;3;2;3;6;32;3252273000000;RO115
136722;ACÂȘ;447005;30;136713;22;3;3;6;32;3252273310170;RO115
136731;GANAȘ;447006;30;136713;23;3;3;6;32;3252273710255;RO115
136740;MIHĂIENI;447007;30;136713;23;3;3;6;32;3252273710305;RO115
136759;UNIMĂT;447008;30;136713;23;3;3;6;32;3252273710391;RO115
179873;AGRIȘ;0;30;305;3;2;3;6;32;3252274000000;RO115
137201;AGRIȘ;447066;30;179873;22;3;3;6;32;3252274310174;RO115
137210;CIUPERCENI;447067;30;179873;23;3;3;6;32;3252274710228;RO115
136768;ANDRID;0;30;305;3;2;3;6;32;3252275000000;RO115
136777;ANDRID;447010;30;136768;22;3;3;6;32;3252275310179;RO115
136786;DINDEȘTI;447011;30;136768;23;3;3;6;32;3252275710243;RO115
136795;IRINA;447012;30;136768;23;3;3;6;32;3252275710283;RO115
136802;APA;0;30;305;3;2;3;6;32;3252276000000;RO115
136811;APA;447015;30;136802;22;3;3;6;32;3252276310180;RO115
136820;LUNCA APEI;447016;30;136802;23;3;3;6;32;3252276710293;RO115
136839;SOMEȘENI;447017;30;136802;23;3;3;6;32;3252276710368;RO115
136919;BĂTARCI;0;30;305;3;2;3;6;32;3252277000000;RO115
136928;BĂTARCI;447030;30;136919;22;3;3;6;32;3252277310189;RO115
136937;COMLĂUȘA;447031;30;136919;23;3;3;6;32;3252277710230;RO115
136946;ȘIRLĂU;447032;30;136919;23;3;3;6;32;3252277710374;RO115
136955;TĂMĂȘENI;447033;30;136919;23;3;3;6;32;3252277710376;RO115
137103;BÂRSĂU;0;30;305;3;2;3;6;32;3252278000000;RO115
137112;BÂRSĂU DE SUS;447037;30;137103;22;3;3;6;32;3252278310191;RO115
137121;BÂRSĂU DE JOS;447036;30;137103;23;3;3;6;32;3252278710190;RO115
136964;BELTIUG;0;30;305;3;2;3;6;32;3252279000000;RO115
136973;BELTIUG;447040;30;136964;22;3;3;6;32;3252279310193;RO115
136982;BOLDA;447041;30;136964;23;3;3;6;32;3252279710206;RO115
136991;GHIRIȘA;447042;30;136964;23;3;3;6;32;3252279710263;RO115
137005;GIUNGI;447043;30;136964;23;3;3;6;32;3252279710266;RO115
137014;RĂTEȘTI;447044;30;136964;23;3;3;6;32;3252279710343;RO115
137023;ȘANDRA;447046;30;136964;23;3;3;6;32;3252279710373;RO115
137032;BERVENI;0;30;305;3;2;3;6;32;3252280000000;RO115
137041;BERVENI;447050;30;137032;22;3;3;6;32;3252280310198;RO115
137050;LUCĂCENI;447051;30;137032;23;3;3;6;32;3252280710291;RO115
137069;BIXAD;0;30;305;3;2;3;6;32;3252281000000;RO115
137078;BIXAD;447055;30;137069;22;3;3;6;32;3252281310200;RO115
137087;BOINEȘTI;447056;30;137069;23;3;3;6;32;3252281710205;RO115
137096;TRIP;447057;30;137069;23;3;3;6;32;3252281710384;RO115
137130;BOGDAND;0;30;305;3;2;3;6;32;3252282000000;RO115
137149;BOGDAND;447060;30;137130;22;3;3;6;32;3252282310203;RO115
137158;BABȚA;447061;30;137130;23;3;3;6;32;3252282710186;RO115
137167;CORUND;447062;30;137130;23;3;3;6;32;3252282710232;RO115
137176;SER;447063;30;137130;23;3;3;6;32;3252282710363;RO115
137185;BOTIZ;0;30;305;3;2;3;6;32;3252283000000;RO115
137194;BOTIZ;447065;30;137185;22;3;3;6;32;3252283310208;RO115
137229;CĂLINEȘTI-OAȘ;0;30;305;3;2;3;6;32;3252284000000;RO115
137238;CĂLINEȘTI-OAȘ;447070;30;137229;22;3;3;6;32;3252284310210;RO115
137247;COCA;447071;30;137229;23;3;3;6;32;3252284710229;RO115
137256;LECHINȚA;447072;30;137229;23;3;3;6;32;3252284710286;RO115
137265;PĂȘUNEA MARE;447073;30;137229;23;3;3;6;32;3252284710320;RO115
137274;CĂMĂRZANA;0;30;305;3;2;3;6;32;3252285000000;RO115
137283;CĂMĂRZANA;447075;30;137274;22;3;3;6;32;3252285310211;RO115
179677;CĂMIN;0;30;305;3;2;3;6;32;3252286000000;RO115
136571;CĂMIN;447081;30;179677;22;3;3;6;32;3252286310212;RO115
136553;CĂPLENI;0;30;305;3;2;3;6;32;3252287000000;RO115
136562;CĂPLENI;447080;30;136553;22;3;3;6;32;3252287310213;RO115
137292;CĂUAȘ;0;30;305;3;2;3;6;32;3252288000000;RO115
137309;CĂUAȘ;447085;30;137292;22;3;3;6;32;3252288310215;RO115
137318;ADY ENDRE;447086;30;137292;23;3;3;6;32;3252288710173;RO115
137327;GHENCI;447087;30;137292;23;3;3;6;32;3252288710258;RO115
137336;GHILEȘTI;447088;30;137292;23;3;3;6;32;3252288710261;RO115
137345;HOTOAN;447089;30;137292;23;3;3;6;32;3252288710276;RO115
137354;RĂDULEȘTI;447091;30;137292;23;3;3;6;32;3252288710342;RO115
137363;CEHAL;0;30;305;3;2;3;6;32;3252289000000;RO115
137372;CEHĂLUȚ;447096;30;137363;22;3;3;6;32;3252289310218;RO115
137381;CEHAL;447095;30;137363;23;3;3;6;32;3252289710217;RO115
137390;ORBĂU;447097;30;137363;23;3;3;6;32;3252289710318;RO115
137407;CERTEZE;0;30;305;3;2;3;6;32;3252290000000;RO115
137416;CERTEZE;447100;30;137407;22;3;3;6;32;3252290310219;RO115
137425;HUTA-CERTEZE;447101;30;137407;23;3;3;6;32;3252290710279;RO115
137434;MOIȘENI;447102;30;137407;23;3;3;6;32;3252290710308;RO115
179882;CIUMEȘTI;0;30;305;3;2;3;6;32;3252291000000;RO115
138690;CIUMEȘTI;447262;30;179882;22;3;3;6;32;3252291310227;RO115
138681;BEREA;447261;30;179882;23;3;3;6;32;3252291710196;RO115
138725;VIIȘOARA;447266;30;179882;23;3;3;6;32;3252291710403;RO115
137443;CRAIDOROLȚ;0;30;305;3;2;3;6;32;3252292000000;RO115
137452;CRAIDOROLȚ;447105;30;137443;22;3;3;6;32;3252292310233;RO115
137461;CRIȘENI;447106;30;137443;23;3;3;6;32;3252292710234;RO115
137470;ERIU-SÂNCRAI;447107;30;137443;23;3;3;6;32;3252292710252;RO115
137489;SATU MIC;447108;30;137443;23;3;3;6;32;3252292710352;RO115
137498;ȚEGHEA;447109;30;137443;23;3;3;6;32;3252292710390;RO115
137504;CRUCIȘOR;0;30;305;3;2;3;6;32;3252293000000;RO115
137513;CRUCIȘOR;447110;30;137504;22;3;3;6;32;3252293310235;RO115
137522;IEGHERIȘTE;447111;30;137504;23;3;3;6;32;3252293710281;RO115
137531;POIANA CODRULUI;447112;30;137504;23;3;3;6;32;3252293710331;RO115
137540;CULCIU;0;30;305;3;2;3;6;32;3252294000000;RO115
137559;CULCIU MARE;447119;30;137540;22;3;3;6;32;3252294310237;RO115
137568;APATEU;447116;30;137540;23;3;3;6;32;3252294710181;RO115
137577;CĂRĂȘEU;447117;30;137540;23;3;3;6;32;3252294710214;RO115
137586;COROD;447118;30;137540;23;3;3;6;32;3252294710231;RO115
137595;CULCIU MIC;447121;30;137540;23;3;3;6;32;3252294710238;RO115
137602;LIPĂU;447122;30;137540;23;3;3;6;32;3252294710288;RO115
137611;DOBA;0;30;305;3;2;3;6;32;3252295000000;RO115
137620;DOBA;447125;30;137611;22;3;3;6;32;3252295310245;RO115
137639;BOGHIȘ;447126;30;137611;23;3;3;6;32;3252295710204;RO115
137648;DACIA;447127;30;137611;23;3;3;6;32;3252295710240;RO115
137657;PAULIAN;447128;30;137611;23;3;3;6;32;3252295710319;RO115
137666;TRAIAN;447129;30;137611;23;3;3;6;32;3252295710383;RO115
137675;DOROLȚ;0;30;305;3;2;3;6;32;3252296000000;RO115
137684;DOROLȚ;447130;30;137675;22;3;3;6;32;3252296310249;RO115
137693;ATEA;447131;30;137675;23;3;3;6;32;3252296710184;RO115
137700;DARA;447132;30;137675;23;3;3;6;32;3252296710241;RO115
137719;PETEA;447133;30;137675;23;3;3;6;32;3252296710324;RO115
137728;FOIENI;0;30;305;3;2;3;6;32;3252297000000;RO115
137737;FOIENI;447135;30;137728;22;3;3;6;32;3252297310254;RO115
137746;GHERȚA MICĂ;0;30;305;3;2;3;6;32;3252298000000;RO115
137755;GHERȚA MICĂ;447140;30;137746;22;3;3;6;32;3252298310260;RO115
137764;HALMEU;0;30;305;3;2;3;6;32;3252299000000;RO115
137773;HALMEU;447145;30;137764;22;3;3;6;32;3252299310268;RO115
137782;BĂBEȘTI;447146;30;137764;23;3;3;6;32;3252299710188;RO115
137808;DOBOLȚ;447148;30;137764;23;3;3;6;32;3252299710246;RO115
137817;HALMEU-VII;447149;30;137764;23;3;3;6;32;3252299710269;RO115
137826;MESTEACĂN;447151;30;137764;23;3;3;6;32;3252299710302;RO115
137844;HODOD;0;30;305;3;2;3;6;32;3252300000000;RO115
137853;HODOD;447155;30;137844;22;3;3;6;32;3252300310271;RO115
137862;GIURTELECU HODODULUI;447156;30;137844;23;3;3;6;32;3252300710267;RO115
137871;LELEI;447157;30;137844;23;3;3;6;32;3252300710287;RO115
137880;NADIȘU HODODULUI;447158;30;137844;23;3;3;6;32;3252300710309;RO115
137899;HOMOROADE;0;30;305;3;2;3;6;32;3252301000000;RO115
137906;HOMORODU DE MIJLOC;447163;30;137899;22;3;3;6;32;3252301310273;RO115
137915;CHILIA;447161;30;137899;23;3;3;6;32;3252301710222;RO115
137924;HOMORODU DE JOS;447162;30;137899;23;3;3;6;32;3252301710272;RO115
137933;HOMORODU DE SUS;447164;30;137899;23;3;3;6;32;3252301710274;RO115
137942;NECOPOI;447166;30;137899;23;3;3;6;32;3252301710310;RO115
137951;SOLDUBA;447167;30;137899;23;3;3;6;32;3252301710367;RO115
137960;LAZURI;0;30;305;3;2;3;6;32;3252302000000;RO115
137979;LAZURI;447170;30;137960;22;3;3;6;32;3252302310285;RO115
137988;BERCU;447171;30;137960;23;3;3;6;32;3252302710194;RO115
137997;NISIPENI;447172;30;137960;23;3;3;6;32;3252302710312;RO115
138002;NOROIENI;447173;30;137960;23;3;3;6;32;3252302710313;RO115
138011;PELEȘ;447174;30;137960;23;3;3;6;32;3252302710322;RO115
138020;PELIȘOR;447176;30;137960;23;3;3;6;32;3252302710323;RO115
138084;MEDIEȘU AURIT;0;30;305;3;2;3;6;32;3252303000000;RO115
138093;MEDIEȘU AURIT;447185;30;138084;22;3;3;6;32;3252303310300;RO115
138100;BĂBĂȘEȘTI;447186;30;138084;23;3;3;6;32;3252303710187;RO115
138119;IOJIB;447187;30;138084;23;3;3;6;32;3252303710282;RO115
138128;MEDIEȘ-RÂTURI;447188;30;138084;23;3;3;6;32;3252303710298;RO115
138137;MEDIEȘ-VII;447189;30;138084;23;3;3;6;32;3252303710299;RO115
138146;POTĂU;447191;30;138084;23;3;3;6;32;3252303710335;RO115
138155;ROMÂNEȘTI;447192;30;138084;23;3;3;6;32;3252303710346;RO115
138164;MICULA;0;30;305;3;2;3;6;32;3252304000000;RO115
138173;MICULA;447195;30;138164;22;3;3;6;32;3252304310303;RO115
138182;BERCU NOU;447196;30;138164;23;3;3;6;32;3252304710195;RO115
138191;MICULA NOUĂ;447197;30;138164;23;3;3;6;32;3252304710304;RO115
138208;MOFTIN;0;30;305;3;2;3;6;32;3252305000000;RO115
138217;MOFTINU MIC;447207;30;138208;22;3;3;6;32;3252305310307;RO115
138226;DOMĂNEȘTI;447201;30;138208;23;3;3;6;32;3252305710248;RO115
138235;GHILVACI;447202;30;138208;23;3;3;6;32;3252305710262;RO115
138244;GHIROLT;447203;30;138208;23;3;3;6;32;3252305710264;RO115
138253;ISTRĂU;447204;30;138208;23;3;3;6;32;3252305710284;RO115
138262;MOFTINU MARE;447206;30;138208;23;3;3;6;32;3252305710306;RO115
138271;SÂNMICLĂUȘ;447208;30;138208;23;3;3;6;32;3252305710360;RO115
138280;ODOREU;0;30;305;3;2;3;6;32;3252308000000;RO115
138299;ODOREU;447210;30;138280;22;3;3;6;32;3252308310315;RO115
138306;BERINDAN;447211;30;138280;23;3;3;6;32;3252308710197;RO115
138315;CUCU;447212;30;138280;23;3;3;6;32;3252308710236;RO115
138324;ETENI;447213;30;138280;23;3;3;6;32;3252308710253;RO115
138333;MĂRTINEȘTI;447214;30;138280;23;3;3;6;32;3252308710297;RO115
138342;VÂNĂTOREȘTI;447216;30;138280;23;3;3;6;32;3252308710399;RO115
138351;ORAȘU NOU;0;30;305;3;2;3;6;32;3252313000000;RO115
138360;ORAȘU NOU;447220;30;138351;22;3;3;6;32;3252313310316;RO115
138379;ORAȘU NOU-VII;447221;30;138351;23;3;3;6;32;3252313710317;RO115
138388;PRILOG;447222;30;138351;23;3;3;6;32;3252313710336;RO115
138397;PRILOG-VII;447223;30;138351;23;3;3;6;32;3252313710337;RO115
138422;REMETEA OAȘULUI;447227;30;138351;23;3;3;6;32;3252313710344;RO115
138431;PĂULEȘTI;0;30;305;3;2;3;6;32;3252314000000;RO115
138440;PĂULEȘTI;447230;30;138431;22;3;3;6;32;3252314310321;RO115
138459;AMAȚI;447231;30;138431;23;3;3;6;32;3252314710177;RO115
138468;AMBUD;447232;30;138431;23;3;3;6;32;3252314710178;RO115
138477;HRIP;447233;30;138431;23;3;3;6;32;3252314710277;RO115
138486;PETIN;447234;30;138431;23;3;3;6;32;3252314710325;RO115
138495;RUȘENI;447236;30;138431;23;3;3;6;32;3252314710348;RO115
138501;PETREȘTI;0;30;305;3;2;3;6;32;3252315000000;RO115
138510;PETREȘTI;447240;30;138501;22;3;3;6;32;3252315310326;RO115
138529;DINDEȘTIU MIC;447241;30;138501;23;3;3;6;32;3252315710244;RO115
138538;PIR;0;30;305;3;2;3;6;32;3252316000000;RO115
138547;PIR;447245;30;138538;22;3;3;6;32;3252316310327;RO115
138556;PIRU NOU;447246;30;138538;23;3;3;6;32;3252316710328;RO115
138565;SĂRVĂZEL;447247;30;138538;23;3;3;6;32;3252316710356;RO115
138574;PIȘCOLT;0;30;305;3;2;3;6;32;3252317000000;RO115
138583;PIȘCOLT;447250;30;138574;22;3;3;6;32;3252317310330;RO115
138592;RESIGHEA;447251;30;138574;23;3;3;6;32;3252317710345;RO115
138609;SCĂRIȘOARA NOUĂ;447252;30;138574;23;3;3;6;32;3252317710361;RO115
138618;POMI;0;30;305;3;2;3;6;32;3252318000000;RO115
138627;POMI;447255;30;138618;22;3;3;6;32;3252318310332;RO115
138636;ACIUA;447256;30;138618;23;3;3;6;32;3252318710171;RO115
138645;BICĂU;447257;30;138618;23;3;3;6;32;3252318710199;RO115
138654;BORLEȘTI;447258;30;138618;23;3;3;6;32;3252318710207;RO115
180028;PORUMBEȘTI;0;30;305;3;2;3;6;32;3252319000000;RO115
137835;PORUMBEȘTI;447152;30;180028;22;3;3;6;32;3252319310334;RO115
137791;CIDREAG;447147;30;180028;23;3;3;6;32;3252319710224;RO115
180091;RACȘA;0;30;305;3;2;3;6;32;3252320000000;RO115
138404;RACȘA;447224;30;180091;22;3;3;6;32;3252320310339;RO115
138413;RACȘA-VII;447226;30;180091;23;3;3;6;32;3252320710340;RO115
138663;SANISLĂU;0;30;305;3;2;3;6;32;3252321000000;RO115
138672;SANISLĂU;447260;30;138663;22;3;3;6;32;3252321310349;RO115
138707;HOREA;447263;30;138663;23;3;3;6;32;3252321710275;RO115
138716;MARNA NOUĂ;447264;30;138663;23;3;3;6;32;3252321710294;RO115
138734;SANTĂU;0;30;305;3;2;3;6;32;3252322000000;RO115
138743;SANTĂU;447270;30;138734;22;3;3;6;32;3252322310350;RO115
138752;CHEREUȘA;447271;30;138734;23;3;3;6;32;3252322710221;RO115
138761;SUDURĂU;447272;30;138734;23;3;3;6;32;3252322710370;RO115
138770;SĂCĂȘENI;0;30;305;3;2;3;6;32;3252323000000;RO115
138789;SĂCĂȘENI;447275;30;138770;22;3;3;6;32;3252323310353;RO115
138798;CHEGEA;447276;30;138770;23;3;3;6;32;3252323710220;RO115
138805;SĂUCA;0;30;305;3;2;3;6;32;3252324000000;RO115
138814;SĂUCA;447280;30;138805;22;3;3;6;32;3252324310358;RO115
138823;BECHENI;447281;30;138805;23;3;3;6;32;3252324710192;RO115
138832;CEAN;447282;30;138805;23;3;3;6;32;3252324710216;RO115
138841;CHISĂU;447283;30;138805;23;3;3;6;32;3252324710223;RO115
138850;SILVAȘ;447284;30;138805;23;3;3;6;32;3252324710364;RO115
138869;SOCOND;0;30;305;3;2;3;6;32;3252325000000;RO115
138878;SOCOND;447285;30;138869;22;3;3;6;32;3252325310365;RO115
138887;CUȚA;447286;30;138869;23;3;3;6;32;3252325710239;RO115
138896;HODIȘA;447287;30;138869;23;3;3;6;32;3252325710270;RO115
138903;SOCONZEL;447288;30;138869;23;3;3;6;32;3252325710366;RO115
138912;STÂNA;447289;30;138869;23;3;3;6;32;3252325710369;RO115
138921;SUPUR;0;30;305;3;2;3;6;32;3252326000000;RO115
138930;SUPURU DE JOS;447300;30;138921;22;3;3;6;32;3252326310371;RO115
138949;DOBRA;447291;30;138921;23;3;3;6;32;3252326710247;RO115
138958;GIOROCUTA;447292;30;138921;23;3;3;6;32;3252326710265;RO115
138967;HUREZU MARE;447293;30;138921;23;3;3;6;32;3252326710278;RO115
138976;RACOVA;447294;30;138921;23;3;3;6;32;3252326710338;RO115
138985;SECHEREȘA;447296;30;138921;23;3;3;6;32;3252326710362;RO115
138994;SUPURU DE SUS;447297;30;138921;23;3;3;6;32;3252326710372;RO115
139009;TARNA MARE;0;30;305;3;2;3;6;32;3252327000000;RO115
139018;TARNA MARE;447310;30;139009;22;3;3;6;32;3252327310375;RO115
139027;BOCICĂU;447311;30;139009;23;3;3;6;32;3252327710202;RO115
139036;VALEA SEACĂ;447312;30;139009;23;3;3;6;32;3252327710395;RO115
139045;VĂGAȘ;447313;30;139009;23;3;3;6;32;3252327710398;RO115
139143;TÂRȘOLȚ;0;30;305;3;2;3;6;32;3252328000000;RO115
139152;TÂRȘOLȚ;447315;30;139143;22;3;3;6;32;3252328310379;RO115
139161;ALICENI;447316;30;139143;23;3;3;6;32;3252328710175;RO115
139054;TEREBEȘTI;0;30;305;3;2;3;6;32;3252329000000;RO115
139063;TEREBEȘTI;447320;30;139054;22;3;3;6;32;3252329310380;RO115
139072;ALIZA;447321;30;139054;23;3;3;6;32;3252329710176;RO115
139081;GELU;447322;30;139054;23;3;3;6;32;3252329710256;RO115
139090;PIȘCARI;447323;30;139054;23;3;3;6;32;3252329710329;RO115
139107;TIREAM;0;30;305;3;2;3;6;32;3252330000000;RO115
139116;TIREAM;447325;30;139107;22;3;3;6;32;3252330310382;RO115
139125;PORTIȚA;447326;30;139107;23;3;3;6;32;3252330710333;RO115
139134;VEZENDIU;447327;30;139107;23;3;3;6;32;3252330710401;RO115
139170;TURȚ;0;30;305;3;2;3;6;32;3252331000000;RO115
139189;TURȚ;447330;30;139170;22;3;3;6;32;3252331310386;RO115
139198;GHERȚA MARE;447331;30;139170;23;3;3;6;32;3252331710259;RO115
139205;TURȚ-BĂI;447332;30;139170;23;3;3;6;32;3252331710387;RO115
139214;TURULUNG;0;30;305;3;2;3;6;32;3252332000000;RO115
139223;TURULUNG;447335;30;139214;22;3;3;6;32;3252332310388;RO115
139232;DRĂGUȘENI;447336;30;139214;23;3;3;6;32;3252332710250;RO115
139241;TURULUNG-VII;447337;30;139214;23;3;3;6;32;3252332710389;RO115
139250;URZICENI;0;30;305;3;2;3;6;32;3252333000000;RO115
139269;URZICENI;447340;30;139250;22;3;3;6;32;3252333310392;RO115
139278;URZICENI-PĂDURE;447341;30;139250;23;3;3;6;32;3252333710393;RO115
139287;VALEA VINULUI;0;30;305;3;2;3;6;32;3252334000000;RO115
139296;VALEA VINULUI;447345;30;139287;22;3;3;6;32;3252334310396;RO115
139303;MĂRIUȘ;447346;30;139287;23;3;3;6;32;3252334710296;RO115
139312;ROȘIORI;447347;30;139287;23;3;3;6;32;3252334710347;RO115
139321;SÂI;447348;30;139287;23;3;3;6;32;3252334710359;RO115
139330;VAMA;0;30;305;3;2;3;6;32;3252335000000;RO115
139349;VAMA;447350;30;139330;22;3;3;6;32;3252335310397;RO115
139358;VETIȘ;0;30;305;3;2;3;6;32;3252336000000;RO115
139367;VETIȘ;447355;30;139358;22;3;3;6;32;3252336310400;RO115
139376;DECEBAL;447356;30;139358;23;3;3;6;32;3252336710242;RO115
139385;OAR;447357;30;139358;23;3;3;6;32;3252336710314;RO115
139394;VIILE SATU MARE;0;30;305;3;2;3;6;32;3252337000000;RO115
139401;VIILE SATU MARE;447360;30;139394;22;3;3;6;32;3252337310402;RO115
139410;CIONCHEȘTI;447361;30;139394;23;3;3;6;32;3252337710226;RO115
139429;MEDIȘA;447362;30;139394;23;3;3;6;32;3252337710301;RO115
139438;TĂTĂREȘTI;447363;30;139394;23;3;3;6;32;3252337710378;RO115
139447;TIREAC;447364;30;139394;23;3;3;6;32;3252337710381;RO115
314;JUDEȚUL SĂLAJ;0;31;1;40;1;0;6;33;3300000000000;RO116
139704;MUNICIPIUL ZALĂU;0;31;314;1;2;1;6;33;3312375000000;RO116
139713;ZALĂU;450006;31;139704;9;3;1;6;33;3312375110687;RO116
139722;STÂNA;450002;31;139704;10;3;1;6;33;3312375510639;RO116
139740;ORAȘ CEHU SILVANIEI;0;31;314;2;2;1;6;33;3332378000000;RO116
139759;CEHU SILVANIEI;455100;31;139740;17;3;1;6;33;3332378210452;RO116
139768;HOROATU CEHULUI;455101;31;139740;19;3;1;6;33;3332378610532;RO116
139777;MOTIȘ;455102;31;139740;19;3;1;6;33;3332378610571;RO116
139786;NADIȘ;455103;31;139740;19;3;1;6;33;3332378610573;RO116
139795;ULCIUG;455104;31;139740;19;3;1;6;33;3332378610669;RO116
139811;ORAȘ JIBOU;0;31;314;2;2;1;6;33;3332379000000;RO116
139820;JIBOU;455200;31;139811;17;3;1;6;33;3332379210545;RO116
139839;CUCEU;455201;31;139811;19;3;1;6;33;3332379610484;RO116
139848;HUSIA;455202;31;139811;19;3;1;6;33;3332379610536;RO116
139857;RONA;455203;31;139811;19;3;1;6;33;3332379610618;RO116
139866;VAR;455204;31;139811;19;3;1;6;33;3332379610678;RO116
139884;ORAȘ ȘIMLEU SILVANIEI;0;31;314;2;2;1;6;33;3332380000000;RO116
139893;ȘIMLEU SILVANIEI;455300;31;139884;17;3;1;6;33;3332380210651;RO116
139900;BIC;455301;31;139884;18;3;1;6;33;3332380610425;RO116
139919;CEHEI;455302;31;139884;18;3;1;6;33;3332380610451;RO116
139928;PUSTA;455303;31;139884;18;3;1;6;33;3332380610606;RO116
139937;AGRIJ;0;31;314;3;2;3;6;33;3352338000000;RO116
139946;AGRIJ;457005;31;139937;22;3;3;6;33;3352338310406;RO116
139964;RĂSTOLȚU-DEȘERT;457006;31;139937;23;3;3;6;33;3352338710612;RO116
139982;ALMAȘU;0;31;314;3;2;3;6;33;3352339000000;RO116
139991;ALMAȘU;457010;31;139982;22;3;3;6;33;3352339310408;RO116
140002;BĂBIU;457011;31;139982;23;3;3;6;33;3352339710415;RO116
140011;CUTIȘ;457012;31;139982;23;3;3;6;33;3352339710486;RO116
140020;JEBUCU;457013;31;139982;23;3;3;6;33;3352339710544;RO116
140039;MESTEACĂNU;457014;31;139982;23;3;3;6;33;3352339710564;RO116
140048;PETRINZEL;457016;31;139982;23;3;3;6;33;3352339710588;RO116
140057;SFĂRAȘ;457017;31;139982;23;3;3;6;33;3352339710631;RO116
140066;STANA;457018;31;139982;23;3;3;6;33;3352339710638;RO116
140075;ȚĂUDU;457019;31;139982;23;3;3;6;33;3352339710666;RO116
140084;BĂBENI;0;31;314;3;2;3;6;33;3352340000000;RO116
140093;BĂBENI;457020;31;140084;22;3;3;6;33;3352340310414;RO116
140100;CIOCMANI;457021;31;140084;23;3;3;6;33;3352340710464;RO116
140119;CLIȚ;457022;31;140084;23;3;3;6;33;3352340710469;RO116
140128;PIROȘA;457023;31;140084;23;3;3;6;33;3352340710589;RO116
140137;POIENIȚA;457024;31;140084;23;3;3;6;33;3352340710597;RO116
140146;BĂLAN;0;31;314;3;2;3;6;33;3352341000000;RO116
140155;BĂLAN;457025;31;140146;22;3;3;6;33;3352341310417;RO116
140164;CHECHIȘ;457026;31;140146;23;3;3;6;33;3352341710455;RO116
140173;CHENDREA;457027;31;140146;23;3;3;6;33;3352341710456;RO116
140182;GĂLPÂIA;457028;31;140146;23;3;3;6;33;3352341710518;RO116
140191;GÂLGĂU ALMAȘULUI;457029;31;140146;23;3;3;6;33;3352341710520;RO116
140208;BĂNIȘOR;0;31;314;3;2;3;6;33;3352342000000;RO116
140217;BĂNIȘOR;457030;31;140208;22;3;3;6;33;3352342310418;RO116
140226;BAN;457031;31;140208;23;3;3;6;33;3352342710413;RO116
140235;PECEIU;457032;31;140208;23;3;3;6;33;3352342710583;RO116
140244;BENESAT;0;31;314;3;2;3;6;33;3352343000000;RO116
140253;BENESAT;457035;31;140244;22;3;3;6;33;3352343310422;RO116
140262;ALUNIȘ;457036;31;140244;23;3;3;6;33;3352343710409;RO116
140271;BIUȘA;457037;31;140244;23;3;3;6;33;3352343710427;RO116
140280;BOBOTA;0;31;314;3;2;3;6;33;3352344000000;RO116
140299;BOBOTA;457040;31;140280;22;3;3;6;33;3352344310429;RO116
140306;DERȘIDA;457041;31;140280;23;3;3;6;33;3352344710491;RO116
140315;ZALNOC;457042;31;140280;23;3;3;6;33;3352344710689;RO116
140324;BOCȘA;0;31;314;3;2;3;6;33;3352345000000;RO116
140333;BOCȘA;457045;31;140324;22;3;3;6;33;3352345310430;RO116
140342;BORLA;457046;31;140324;23;3;3;6;33;3352345710435;RO116
140351;CÂMPIA;457047;31;140324;23;3;3;6;33;3352345710449;RO116
140360;SĂLĂJENI;457048;31;140324;23;3;3;6;33;3352345710621;RO116
180037;BOGHIȘ;0;31;314;3;2;3;6;33;3352346000000;RO116
